,id,premise,hypothesis,lang_abv,language,label,label_name
30,d6a0322db9,यह महत्वपूर्ण है और हम आशा करते हैं कि आप इस वर्ष उत्कृष्टता निधि को पूरा करने के लिए महत्वपूर्ण योगदान देंगे।,हम चाहते हैं कि आप यह जान लें कि इस वर्ष उत्कृष्टता का पीछा करने के लिए दान कितना महत्वपूर्ण है।,hi,Hindi,0,entailment
31,8e99cdc6f5,khi va chạm nhiều người đã bị tử vong hoặc bị thương nặng những người khác nhìn chung không hề hấn gì,nhiều người chết vì sự va chạm,vi,Vietnamese,0,entailment
32,6d420e28f3,contribuciones la entidad del empleador a los programas seguros sociales,los empleadores guardan su dinero para ellos,es,Spanish,2,contradiction
33,6bf3121396,northwestern alpine frontier a new state had appeared scene destined lead movement a united italy,unite italy movement waiting a leader,en,English,1,neutral
34,9aef058006,他出生在年，好像是，我或者是年，我想他应该是那时候出生的。,他出生于年月。,zh,Chinese,1,neutral
35,4c18ca9875,你不确定你已经清楚你站着谁的一面。,我们不知道你支持谁。,zh,Chinese,0,entailment
36,fac858cdd7,nhtsa concluded while section superseded section criteria did supersede section mandate there cafe standards model year,nhtsa concluded section did supersede section criteria,en,English,2,contradiction
37,ef93a70cd4,yet we still lack a set global accounting reporting standards reflects globalization economies enterprises markets,we comprehensive global reporting standards reflects globalization economies markets,en,English,2,contradiction
38,4413f1c6b6,gardens among greatest europe take a view sugar loaf mountain part their design,gardens more varieties flowers than anywhere europe,en,English,1,neutral
39,24131e0f00,finally fda will conduct workshops issue guidance manuals videotapes hold teleconferences aid small entities complying rule,fda will only issue videotapes,en,English,2,contradiction
40,29271a65cb,janga la mabomu ya ubalozi liliwapa nafasi kote serikalini ya uchunguzi kamili ya tishio la usalama wa kitaifa ambalo bin ladin alifanya,ulipuaji katika ubalozi uliwaua watu kumi na watano,sw,Swahili,1,neutral
41,a64ee61f1b,cách sử dụng phổ biến nhất là những từ trong nhóm thứ ba ban đầu định nghĩa hành vi tình dục,một số từ mô tả tình dục,vi,Vietnamese,0,entailment
42,4d9070761e,she admits dorcas 'i don't know what do scandal between husband wife a dreadful thing' at o'clock she has been angry but completely mistress herself,she had remained control despite her anger,en,English,1,neutral
43,219e1079ec,'s so bad wanted mow today i off i wanted mow yard but just walking across 's still so mushy if i took a mower out there i'd tear sod up so bad,i wanted mow lawn today but i couldn't because 's so mushy,en,English,0,entailment
44,a50ca56920,jon replaced susan's cloak a white robe a head scarf also quite dirty,jon replaced cloak a robe,en,English,0,entailment
45,48e78e3179,вижте списъка с акценти на плажове на страници и,има списък с плажове,bg,Bulgarian,0,entailment
46,a88c7df7fc,slate 's joseph nocera,nocera works time,en,English,2,contradiction
47,768f72a3ee,very little indeed answered tuppence pleased note whittington's uneasiness augmented instead allayed,tuppence made whittington uncomfortable trying avoid her,en,English,1,neutral
48,009adaa681,pro-microsoft analysts spin this a heroic sacrifice removing lightning rod whose seemingly disingenuous testimony has ostensibly driven doj verge demanding company's breakup,pro-apple analysts say a sacrifice company,en,English,2,contradiction
49,817ae1e24c,my crossfire days i patronized even by sam donaldson,i never crossfire,en,English,2,contradiction
50,c35eee5773,die beiträge von arbeitgebern und arbeitnehmern werden grundsätzlich auf die gleiche weise berechnet,beide beiträge werden mit der gleichen methode ausgerechnet,de,German,0,entailment
51,ebb1b7fbba,все руководители кредитных союзов и тому подобные личности так что она реально была за то чтобы всё что происходило там с этими кредитными союзами продолжалось,она была заинтересована в кредитных союзах,ru,Russian,0,entailment
52,bd5d898880,mimisiwezi kufikiria kwa nini uongee na mimi hivi alisema pasipo na uhakikisho wake wa mwanzo,alitaka kujua kwa nini hakuwa amemwongelesha neno moja,sw,Swahili,2,contradiction
53,a9378f4bd6,当前的任务是结束战争和统一国家。,在这场战争中有数千人死于战斗。,zh,Chinese,1,neutral
54,e6148a23a6,suddenly she started her face blanched,she stood immobile had a stern expression her face,en,English,2,contradiction
55,8a6873787b,this marvelous victorian-gothic building famous fanciful stone carvings around base its pillars one pillar reputedly depicting club members shows monkeys playing billiards,club members marvelous famous victorian-gothic building likened monkeys being rich douchebags,en,English,1,neutral
56,1d1d8bb5ee,if necessary meeting restrictions imposed preceding sentence administrator shall reduce pro rata basic phase ii allowance allocations each unit subject requirements section,section helps balance allowance allocations units,en,English,0,entailment
57,eff33fd0f1,oh sounds interesting too,sounds intriguing premise this book,en,English,1,neutral
58,f820466667,bork shuddered,bork shuddered because he starting feel cold,en,English,1,neutral
59,6e043164e6,analyses utilized different assumptions generally resulted smaller expenditure impact estimates than noted above,differing assumptions analyses resulted different estimate than noted,en,English,0,entailment
60,714770d9e8,η απαίτηση των δικηγόρων να παρακολουθούν τις μετακινήσεις νόμιμων αλλοδαπών ανά πάσα στιγμή του έτους θα επιβάλλει μνημειώδη επιβάρυνση στους χορηγούς lsc,θα ήταν μια ασήμαντη υπόθεση για το δικηγόρο να παρακολουθεί επιλέξιμους αλλοδαπούς ανά πάσα στιγμή,el,Greek,2,contradiction
61,29410aece0,five years ago speaker-elect newt gingrich promised make important information available online at same moment available highest-paid washington lobbyist,newt gingrich promised make information available loyalists online at same time,en,English,0,entailment
62,119eb8f819,town also known its sparkling wine caves where about per­cent france's cultivated mushrooms grown,town has a lot sparkling wine,en,English,0,entailment
63,454a2aec75,there slave irons traditional island costumes an interesting french map showing theatre la guerre theater war between americans british,french map shows theater war between british americans,en,English,0,entailment
64,5c6bd40f68,other retrospective intended help those who review case study reports assess quality completed case studies,made help reviewers assess quality case studies,en,English,0,entailment
65,314d8a109b,but i've lived up here all my life i'm fifty eight years old so i i could,i lived this place fifty eight years,en,English,0,entailment
66,4978ccf43a,голос его светлости прозвучал еще холоднее и отстраненнее чем когда-либо,как лорд он не проявлял ни капли милосердия к своим подданным,ru,Russian,1,neutral
67,45a3ae5421,congress which controls our funding levels began include many members who did support purpose goals a federal civil legal services program,congress has no responsibility when comes controlling funding levels,en,English,2,contradiction
68,d5ba0bf8b4,从一开始人们就必须有名字来识别自己。,在有语言之前，在人们开始的时代，人们不可能从区分jim和john。,zh,Chinese,2,contradiction
69,8393fd65e7,' blankley replies there fund-raisers going out other parts country raise ' conservatives coming conservatives coming,blankley replies there fundraisers other parts country raise conservatives coming order instill fear liberal voters,en,English,1,neutral
70,cb91254fc1,isn't i can remember i've only been here eight years but i can remember coming work from i used live wylie i could see downtown dallas,downtown dallas a short drive from where i lived wylie,en,English,0,entailment
71,a13f8f3e80,德博拉·利普施塔特在她的著作“拒绝承认大屠杀”中写道，我们不应该公开辩论不可接受以及明显虚假的陈述，因此她提出了像政府审查一样强大的补救办法。,lipstadt是一位厨师。,zh,Chinese,2,contradiction
72,6f07a4e4f3,tôi yêu cầu bạn vui lòng cung cấp hôm nay cho irt và giúp họ tiếp tục công việc tuyệt vời mà họ đã sản xuất được năm,làm ơn hãy quyên góp cho irt hôm nay,vi,Vietnamese,0,entailment
73,cf028a4b17,a proserous tourist district full shopping centers department stores along a number good restaurants,shopping at tourist district some cheapest around,en,English,1,neutral
74,4e14ff4d46,ونتيجة لذلك فإن صناع القرار والمسؤولين في الحكومة بصدد تبنى طرق جديدة في التفكير وأساليب مختلفة لتحقيق الأهداف واستخدام المعلومات لتوجيه عملية صنع القرارات,يحاول ممثلين الحكومة تغيير نهجهم,ar,Arabic,0,entailment
75,68b14c67b2,from ethnic food shops vintage clothing stores electronics book shops there so many interesting shopping spots hard imagine their breadth depth,there so many places shop can find anything need,en,English,0,entailment
76,62bf10780e,种植园资本主义的结束可能像欧洲共产主义的消亡一样安全。,欧洲的共产主义没有结束。,zh,Chinese,2,contradiction
77,19976c4632,er stoppte beim anblick von captain blood und salutierte wie es sich gehörte doch das lächeln welches den schnauzbart des offiziers anhob war grauenhaft hämisch,er konnte captain blood sehen,de,German,1,neutral
78,2fcbc6db7e,increased investment has contributed higher gdp growth recent years stronger economy should help servicing debt owed foreigners,steep gdp decline recent years has been contributed increased investment,en,English,2,contradiction
79,c5ce2d5878,there,there sure,en,English,0,entailment
80,09b8ecb23f,four sentences always insert plagiarized papers throw professor off track,these four sentences force professors skim over paragraph inadvertently skip plagiarized information,en,English,1,neutral
81,94874d6a3a,irish architectural archive a library architectural materials at number south side square,at number irish architectural archive can found,en,English,2,contradiction
82,5d4035bb81,انکے نزدیک وقت یک سمتی کے بجائے مدار میں چلتااسلئےوقت کی سمت کا تعین کرنا اتنا اہم نہیں ہے جتنا موسمی تقریبات کو منانا ضروری ہے,وہ موسمی تقریبات کا جشن مناتے ہیں کیونکے ان کا یقین ہے کے وقت ایک لوپ ہے ۔,ur,Urdu,1,neutral
83,e9562941c3,ہاں یہ کافی مناسب تھا,ہاں، وہ کافی قابل قبول تھا۔,ur,Urdu,0,entailment
84,37bec46ed5,city founded third millennium bc north shore bay reached a peak during tenth century bc when one most important cities ionian federation poet homer born s myrna during this period,one most important cities due its natural resources,en,English,1,neutral
85,14404f231e,mchezo unapofanyika kwa hoteli na malipo mengine uthibitishaji wa tripu halisi utafanywa,hakuna njia ya kuthibitisha ikiwa safari ya kweli ilitokea au la,sw,Swahili,2,contradiction
86,9d1abe31f6,'dave hanson whom nothing impossible' well we a nearly impossible task a task engineering building,this building job will very difficult complete,en,English,0,entailment
87,1571d8cb7d,oh i i haven't quite worked out,i figured all out,en,English,2,contradiction
88,d323519cda,кроме того резиденты штата индиана могут получить налоговые льготы с помощью налогового вычета осуществляемого напрямую из итоговой суммы налоговых поступлений штата,жители штата индиана получают налоговый кредит если они делают пожертвования в театр,ru,Russian,1,neutral
89,c82811dc75,là la scène est moins détendue et le problème la langue peut vous décourager mais au moins vous serez en mesure d'avoir un aperçu la société consommation chinoise,pas besoin s'inquiéter pour la langue tout le monde parle anglais toute façon,fr,French,2,contradiction
90,ee1a61e770,'re all right now,struggle pain over,en,English,1,neutral
91,d873accfd9,наши текущие или запланированные усилия включают,большинство наших усилий уже дали результат,ru,Russian,1,neutral
92,3e858fc5aa,даже расположение здания - это технологическое чудо,здание очень старое и невысокое,ru,Russian,2,contradiction
93,4798308312,sofias bên cạnh ga tàu điện ngầm megaro mousikis,sofias nằm trong bán kính một quãng ngắn từ ga tàu điện ngầm megaro mousikis,vi,Vietnamese,1,neutral
94,91b5e43caf,treat yourself bill si,send bill your treat si,en,English,0,entailment
95,e5c7b8ed9c,bridge would work a very short time but stream isn't a clear defense,bridge would work indefinitely,en,English,2,contradiction
96,ffdd546feb,यह सच है कि तुम मूर्ख हो,यह बिल्कुल गलत है,hi,Hindi,2,contradiction
97,daabd0c7eb,also downtown flower market wall th streets fresh-cut flowers a variety plants can had bargain prices but best selections found before dawn,fresh-cut flowers available at market range from cheap expensive,en,English,1,neutral
98,f39fa289f7,been back every now then some news filters went see some old things course savings loan program um know just continued grow fact after my group i mean we were just a very small specialized group too get going spread then course peace corps bowed out because 's uh uh something nationalized very quickly same coops,i try keep up program but since i left peace corps i just do time,en,English,1,neutral
99,2ca920dafa,hologram makes up all these things uh i mean sometimes sometimes 's funny sometimes 's but uh know 's something pass time until we do then then we watch football,sometimes amusing see what hologram creates,en,English,0,entailment
100,61d0683d6e,ด้วยภูมิทัศน รูป การเปลี่ยนแปลง การกลับมารวมกันใหม่ และการเลือกสรรอันเหมาะสมสามารถร่วมกันพัฒนาประชากรขึ้นมายังจุดเหนือสุดของสรรมถภาพที่สูงสุด,ระดับการออกกำลังกายที่สูงขึ้นที่ทำให้ประชากรมีแนวโน้มที่จะอยู่รอดได้มากขึ้น,th,Thai,1,neutral
101,b400440b86,knowing this can help workers understand some combination revenue increases benefit reductions will necessary restore program's long-term solvency,this helps workers understand restoration program's long term goals,en,English,0,entailment
102,5a5de34e0e,حسناً لقد سمعتها وهي تعترف بنبرة صوت منخفضة,تحدثت بهدوء لأنها كانت خائفة,ar,Arabic,1,neutral
103,78d5d1af44,کنفیڈریشن کے قانونی فلسفہ نے مادہ اور انداز میں دونوں کو شکست دی,مادہ اور سٹائل میں قانونی فلسفہ جیت گیا ۔,ur,Urdu,0,entailment
104,15fb105d29,pick up a map from tourist office here ask about walking tours,no one usually at tourist office so 'll go somewhere else find out about walking tours,en,English,2,contradiction
105,2faf2de29d,en ese momento se abrió un camino entre las filas hombres y a través él vino la señorita bishop seguida por su ochavona,la señora bishop caminaba entre un grupo veinte hombres,es,Spanish,1,neutral
106,6285e022a0,formation a single statewide program adopted breathe life into a single program will provide meaningful access high quality legal services pursuit justice many low-income people throughout colorado possible,program makes so low-income plaintiffs can find legal representation,en,English,0,entailment
107,da0a9295f5,इसके ऊपर माफ़ कीजिए एफबीआई वय्ट हाउस के अपने मूल पर्यटन कार्यालय की खोज क्या फयल्गेट चे नाम से जाना जाता है उसमें सिविल लिबर्टी रिकार्ड के दुरुपयोग करना ।,व्हाइट हाउस में राजनीतिक उम्मीदवारों पर एफबीआई के जासूस है।,hi,Hindi,1,neutral
108,4d8ebb7cd0,how watch washington week review back front,only way watch washington week review from start end anything else would viewed,en,English,2,contradiction
109,9a84bf3daa,und ich habe gesagt okay also das ist gut naja sowas der art,ich sagte ich mag die neue version des liedes,de,German,1,neutral
110,cf58108ce6,a detailed english explanation plot always provided wireless recorded commentary units sometimes available,a detailed plot written english always available an audio commentary sometimes available 's voiced by morgan freeman,en,English,1,neutral
111,e854490010,' course',course,en,English,2,contradiction
112,d5fdd69cd6,despite protests by preservationists there little alternative,there were various alternatives one appeasing everyone implemented,en,English,2,contradiction
113,94cf789311,uh 's georgia 's yeah 's right outside macon 's just a i like way i like way idea south,'s about a seven-hour drive get there from here,en,English,1,neutral
114,1d0169c99a,so many seemingly contrary opposing factors combine make unique,this does exist anywhere else earth,en,English,1,neutral
115,18b09a4512,more detailed implementation plans also will necessary address business system processes resource issues,plans complex,en,English,1,neutral
116,45d0c9242e,but we don't rule out regulation future if industry fails do a good job policing itself,regulation a possibility future,en,English,0,entailment
117,7fd1ea8340,idarihukuki batta begar chaprasi dakoit dakoity dhan dharna kotwal kotwali panchayat pottah sabha,hükümeti açıklayan pek çok saçma sözcük var,tr,Turkish,0,entailment
118,e0bec36772,well i meant when when were when were growing up i mean like galveston,grew up galveston i grew up dallas,en,English,1,neutral
119,e7e69f06e0,ในฐานะที่เป็นสมาชิก nussbaum คุณได้ช่วยคุ้มครองสัตว์ใกล้สูญพันธุ์--และบ้านของพวกมัน,สัตว์ใกล้สูญพันธุ์บางชนิดที่ได้รับการช่วยเหลือโดยสมาชิกของnussbaum คือกบต้นไม้,th,Thai,1,neutral
120,353d066a7b,case study guidelines,there were several guidelines case study,en,English,1,neutral
121,9ff5c7b606,vì vậy sau đó ông ở lại augusta,anh ta có lưu lại augusta sau cuộc bạo loạn không,vi,Vietnamese,1,neutral
122,b4231d14ed,ฉันอาศัยอยู่ที่ข้างนอกด้านขวาของ st louis ระหว่าง jefferson city และ st louis mo,ฉันอาศัยอยู่ในบ้านสีเหลืองในรัฐมิสซูรี่,th,Thai,1,neutral
123,fca3f1c884,japan mainichi shimbun criticized new liberal democratic party leader keizo obuchi being devoid fresh ideas reviving japanese economy,mainichi shimbun critical keizo obuchi new liberal democratic party leader,en,English,0,entailment
124,7cc3a3b6b6,一家机构打算实行员工旅行索赔程序，允许旅客在某些例外情况下仅列出个人花费美元或更少的所有费用总额。,旅行者不必列出他们的个人开支。,zh,Chinese,2,contradiction
125,c82e39f98d,read slate 's how bush flaunts courage his cliches,slate talks about how bush ashamed his cliches,en,English,2,contradiction
126,ffcc16f420,i am a lacto-vegetarian,i can consume lactose but meat,en,English,0,entailment
127,3426f8371a,докато продължаваше да следи градския канал sod който използваха хеликоптерите на полицията на ню йорк той наблюдаваше и тактическия канал от точка до точка който екипите на пожарната изкачващи се по кулите биха използвали,никой не използваше sod канала обхващаш целия град,bg,Bulgarian,2,contradiction
128,51bd34018d,well i think i think my long-term sense budget concerns we're going a lot others government's spending goes goes towards this uh health care things like a lot causes poor health or need health care brought about by various factors such such pollution stress know work work environment conditions so forth but generally government,government spends a lot money health care,en,English,0,entailment
129,ee66c1453a,c’est plus qu’un boulot pour moi,j'ai un travail,fr,French,0,entailment
130,b5dbec3c46,south carolina has no referendum right so supreme court canceled vote upheld ban,supreme court upheld ban because south carolina has no right make referendums,en,English,0,entailment
131,fcea56708d,по този начин средно webster's ninth new collegiate и random house webster's college съдържат най-малко петнадесет процента повече информация на влизане от american heritage и webster's new world,училищата използват webster's cоllege защото е най-добрият,bg,Bulgarian,1,neutral
132,fe2b0eb188,знаейки през цялото време че знам как винаги ще позная този уникален разкъсан глас,знам този глас защото принадлежи на майка ми,bg,Bulgarian,1,neutral
133,7fff37015f,acondition assessment survey cas,tv marketing study,en,English,2,contradiction
134,bc6c45e329,san'doro's blood ran over stark's blade into stark's other cupped hand,stark happy san'doro dying,en,English,1,neutral
135,b1ad65008a,there,there,en,English,1,neutral
136,e0cb3746c5,i don't know,i first clue,en,English,0,entailment
137,bacd73e2d9,ชายถูกยิงโดยตำรวจและจากนั้นฆ่าตัวตายบนเครื่องบินในขณะที่ยังคงอยู่บนพื้นที่สนามบิน,ชายคนนั้นฆ่าตัวตายในรถบรรทุก,th,Thai,2,contradiction
138,7544b325ee,das einbeziehen von notfallbesuchen eine nutzenanalyse die beispielsweise bereits krankenhauseinweisungen berücksichtigt führt zu einer doppelzählung einiger leistungen wenn die kategorie krankenhauseinweisungen besuche notaufnahmen umfasst,die krankenhausgebühren sind zum teil doppelt so hoch wie die staatliche beihilfe,de,German,0,entailment
139,6d46360895,他唯一一只眼的眼角扫见一条从同伴身上脱开上升的灰绸饰边。,他只有一只眼睛。,zh,Chinese,0,entailment
140,6736edc4f9,diğer danışmanlar bu endişeyi dile getirdi,sadece bir danışman bu planla ilgili endişelerini dile getirmedi,tr,Turkish,1,neutral
141,93e18ddf19,environmental protection agency,agency which responsible destruction environment,en,English,2,contradiction
142,ffb16f425e,мы добились существенного прогресса во многих сферах работы gao нуждающихся в усовершенствовании и продолжим усилия в этом направлении,мы работаем над улучшением некоторых областей в gao,ru,Russian,0,entailment
143,d8d931cf1b,wieviele leser hat slate also,slate hat keine leser es ist eine fernsehshow,de,German,2,contradiction
144,3accbe32cc,uh uh yeah well um older get more convenience try bring i guess so i'm up dragging trailer around which my next step going probably winnebago i hope if i only can afford one but,older get more want spur moment,en,English,1,neutral
145,e6b553d7d8,en ausencia una moción formal para retirarse un abogado registrado en la corte federal sigue siendo responsable tanto éticamente como bajo las reglas la corte por responder a cualquier asunto que pueda surgir,sin una moción para retirar un abogado es responsable cualquier respuesta a excepción una que involucre la ciudadanía,es,Spanish,1,neutral
146,2005fe6f45,a professional courtesy gao will inform requesters substantive media inquiries during an ongoing assignment,gao will never inform requesters substantive media inquiries during an ongoing assignment,en,English,2,contradiction
147,089eff2e68,sus requisitos son mucho más modestos en tamaño y complejidad,la documentación tiene menos espacios en blanco,es,Spanish,1,neutral
148,058b85c901,house fell into ruin after emancipation when fear witch's influence drove plantation's slaves away,slaves didn't believe witches stayed plantation,en,English,2,contradiction
149,4177df956e,bork shuddered,bork shivered,en,English,0,entailment
150,5193261131,il leva la tête surpris puis la regarda avec un regard sombre,il gardait les yeux baissés en regardant le sol,fr,French,2,contradiction
151,72c6f46e8f,ils discutaient des cibles en langage codé en affectant d’être des étudiants parlant d’architecture d’art droit et politique pour évoquer respectivement le world trade center le pentagone le capitole et la maison-blanche,ils ont dit quels points repère ils parlaient,fr,French,2,contradiction
152,d9234f93b3,assist programs implementing these web sites northwest justice project probononet new york hiring two full-time circuit riders assist grantees content management ensure each web site supports entire state justice community,northwest justice project probononet new york will hire more people,en,English,0,entailment
153,c70c0a8593,j'ai été élevé patois du sud pour élevé par ses parents là où la gare ou dépôt était le dé-pot,il y avait des kilomètres voies ferrées près la maison mes parents dans le sud,fr,French,1,neutral
154,b0e359c5db,a group guys went out a drink after work sitting at bar a real a foot blonde a fabulous face figure match,a stunning six foot blonde woman sat at bar men after work,en,English,0,entailment
155,7fa1543ed0,la maison blanche va-t-elle se raviser,la maison-blanche changera-t-elle d'avis,fr,French,0,entailment
156,b9797bf7d7,th century when kashmir most exotic hill-station them all maharaja forbade british buy land there so then hit brilliant alternative building luxuriously appointed houseboats moored lakes near srinagar,british built luxury houseboats lakes near srinagar th century,en,English,0,entailment
157,8bc080d79e,парични разходи за запазване на микровълновата фурна за американски долара,паричните разходи за поддръжката на микровълнова печка са дванадесет долара,bg,Bulgarian,2,contradiction
158,4a14e5666c,यह हमारा एकमात्र मौका है उसके बाकी के सब चिल्लाने में डूब गए थे कि लड़की को बंधक ना बनाएं।,बंधक का आत्मसमर्पण करने का मतलब उसके लिए कुछ निश्चित ही मौत होगा ।,hi,Hindi,1,neutral
159,e44c85d004,یہ رات کی صابن اوپیرا کی قسم کی صابن کی صابن کی طرح ہے,یہ شو days our lives سے بہت ملتا جلتا ہے۔,ur,Urdu,1,neutral
160,a552a5fe74,ethe number deletions negligible,huge number deletions caused a ruckus,en,English,2,contradiction
161,b801ca8322,huntington--like buchanan--claims a cultural he defending integrity all cultures theirs ours,both men do care what happens other cultures only their own,en,English,2,contradiction
162,85d216aa92,pero ser igual no es equivalente a ser el mismo idéntico o similar,las personas iguales son idénticas entre sí,es,Spanish,2,contradiction
163,21c8718876,good oklahoma now has a public guardianship program albeit unfunded will supply lawyers perform this rights-monitoring process,good oklahoma's program needs funding hasn't received,en,English,1,neutral
164,169456fa87,benchmarked by us,canada benchmarked,en,English,2,contradiction
165,a1e5b2488b,赖斯和其他人回忆起总统的话，我厌倦了处理这么多文件。,赖斯记得总统表达了他的烦恼。,zh,Chinese,0,entailment
166,1cbc49bdec,سدر کنيڈی نے پاۂلٹ سے کہا، حضرات آپ اچھی تصویریں لیتیں ہیں۔,کینیڈی نے ہوائ فورس پائلٹ سے بات کی,ur,Urdu,1,neutral
167,f13c8dd701,当然，在游艇上设置了许多优雅和调情的场景。,在游艇上很少有优雅或调情的场景发生。,zh,Chinese,2,contradiction
168,95c7cec891,tommy felt his ascendancy less sure than a moment before,tommy getting less certain about his ascendancy,en,English,0,entailment
169,1a13f8a4c6,tunaweza endelea kuipa nguvu masomo ya mawakili wazuri,tunaweza kuwaelimisha mawakili ikiwa tutawapa kufikia maktaba ya sheria,sw,Swahili,1,neutral
170,dd1a5c2d7b,anwar el-sadat succeeded nasser,nasser did step down but man named anwar,en,English,2,contradiction
171,6b7ed38577,yeah i i had a i had a program due uh one one window i had program other one i had program running so if there ever a mistake i could easily check know i could look at program say this where i made error,i could only view one window at a time so very hard catch any errors,en,English,2,contradiction
172,d93e36bc86,i'm kind familiar weather out way west texas but lewisville,i do know weather conditions lewisville,en,English,0,entailment
173,72ef0fe066,or just a philosophy any weapon hand,go any weapon,en,English,1,neutral
174,2e10cf7c8c,uh whether one might conceive no pun intended possibility there might a kind a deliberate uh um,might think possibility going event,en,English,1,neutral
